reference,prediction,wer,substitutions,deletions,insertions,ref_len_words,severity
ඒත් ඔන්නොහෙ සද්දේ දාල ම ඉක්මනට ලියලා දානවා අෆ්ෆා,ඒත් ඔන්නොහේ සද්දෙ දාල ම ඉක්මනට ලියලා දානවා අප්පා,0.3333,3,0,0,9,moderate
විවිධ බාධක තියනවා.,විවිධ බාධක තියෙනවා.,0.3333,1,0,0,3,moderate
දෙදෙනා වෙන් වශයෙන් ගෙන කථාකර ඇත්නම්,දෙදෙනා වෙන් වශයෙන් ගෙන කතා කර ඇත්නම්,0.3333,1,0,1,6,moderate
පමණක් පැවතිය හැකියි.,පමණක් පැවතිය හැකි,0.3333,1,0,0,3,moderate
මහන්සියෙන් ඉටිපන්දමක් දල්වා ගත් ඒ දරුවන්,මහන්සියේ නිටිපන්දමක් දල්වා ගත් ඒ දරුවන්,0.3333,2,0,0,6,moderate
අපි තුළ තියනවා.,අපි තුළ තියෙනවා.,0.3333,1,0,0,3,moderate
ඒක නිසා අනිවාර්යෙන්ම මතක තියාගන්න ඕනි සෞන්දර්ය විශයන් කරන්න ආසාවෙන් ඉන්නවා නම්,ඒක නිසා අනිවාර්යෙන්ම අතර තියාගන්න ඕනේ සෞන්දර්යේෂන් කරන්න ආසාවෙන් ඉන්නවා නම්,0.3333,3,1,0,12,moderate
එන්ජිමේ දෝෂයක් නිසා,එන්ජිමේ දෝෂයන් නිසා,0.3333,1,0,0,3,moderate
මුගලන් සීගිරිය භික්ෂූන් වහන්සේලාට භාරකොට නැවත අනුරාධපුරයට ගොස් ඇත.,මුගලන් සීගිරිය භික්‍ෂූන් වහන්සේලාට භාර කොට නැවත අනුරාධපුරයට ගොස් ඇත.,0.3333,2,0,1,9,moderate
වෙන්නෙ නම් නෑ.,වෙන්නේ නම් නෑ.,0.3333,1,0,0,3,moderate
නලින් පරෝපා සහ අපේ කාලෝ ප්රෝපා,නලින් පරූපා සහ අපේ කාලෝ පරූපා,0.3333,2,0,0,6,moderate
එබැවින් වැරැදි නොකරන,එබැවින් වැරදි නොකරන,0.3333,1,0,0,3,moderate
බුද්ධ ශාසනයේ හැර ලෝකයේ අන් කිසිම,බුද්ධ ශාසනය හැර ලෝකය අන් කිසිම,0.3333,2,0,0,6,moderate
ඉතා හොඳින් බලා,තා හොඳින් බලා,0.3333,1,0,0,3,moderate
හැම වෙලේ ම වෙස් මුහුණක් තියෙනවා.,හැමවෙලේ ම වෙස් මුහුණක් තියෙනවා,0.3333,1,1,0,6,moderate
"පිටකොටුවේ ශාන්ත මේරි,",පිටකොටුවේ ශාන්ත මේරියි.,0.3333,1,0,0,3,moderate
ඉතා වටිනා සුවඳ විලවුන් සැදීමට ගන්නවා,ඉතා වටිනා සුවඳ විලූන් සෑදීමට ගන්නවා,0.3333,2,0,0,6,moderate
එතුමා පවා කිව්වෙ,එතුමා පවා කිව්වේ,0.3333,1,0,0,3,moderate
අන්තර්ජාල අවුලක් වෙලා,අන්තජාල අවුලක් වෙලා,0.3333,1,0,0,3,moderate
රාත්‍රියට කාටත් හොරෙන්,රාත්‍රියට කාටත් හොරින්,0.3333,1,0,0,3,moderate
"එබැවින් ඔවුන්ගේ බිය, තැති ගැනීම හා","එබැවින් ඔවුන්ගේ බිය, තැතිගැනීම, හා",0.3333,1,1,0,6,moderate
මා ඊට සූදානම්,මා ඊට සුදානම්,0.3333,1,0,0,3,moderate
දරුණු විස සහිත සර්පයන්ට බිය වූයේ,දරුණු විසසහිත සර්පයන්ට බිය වූයේ,0.3333,1,1,0,6,moderate
එයාගේ කට්ටියගෙන් භාගයකටත් වඩා අහිමිවෙලා ගිහින්,එයාගේ කට්ටියකින් භාගයකටත් වඩා හිමිවෙලා ගිහින්,0.3333,2,0,0,6,moderate
එමෙන් ම නිල් අහස සිඹින්නට මෙන්,එමෙන් ම නිල්ලාස සිඹින්නට මෙන්,0.3333,1,1,0,6,moderate
අභ්‍යවකාශ ගමනක නැවුම් අත්දැකීමක් විඳ ගන්න!,අභ්‍යවකාශ ගමනක නැවුම් අත්දැකීමක් විඳගන්න,0.3333,1,1,0,6,moderate
සූක්ෂ්ම ලාම්පු විශේෂයක්,සූක්‍ෂම ලාම්පු විශේෂයක්,0.3333,1,0,0,3,moderate
එහාට ගෙන්නා ගන්න.,එයාට ගෙන්නා ගන්න,0.3333,1,0,0,3,moderate
එවිට දළදා වහන්සේ අහසට පැන නැගී,එවිට දළදා වහන්සේ අහසට පෙන නැඟී,0.3333,2,0,0,6,moderate
පංචශීලයෙහි සමාදන් කර,පංචශීලයේ සමාදන් කර,0.3333,1,0,0,3,moderate
චෛත්‍ය මලුවේ පැවැත්වේ.,චෛත්‍ය මලුයේ පැවැත්වේ.,0.3333,1,0,0,3,moderate
අපි එහෙම කරන්නෙ,අපි එහෙම කරන්නේ,0.3333,1,0,0,3,moderate
අමා මහ නිවන,අම්මා මහ නිවන,0.3333,1,0,0,3,moderate
එහෙ ජාතික ගීයට,එහි ජාතික ගීයට,0.3333,1,0,0,3,moderate
රොයිලි කොච්චර මහන්සි උනා ද කියල,රොයිලි කොච්චර මහන්සි වුණා ද කියලා.,0.3333,2,0,0,6,moderate
දින චර්යාව වෙනස් කිරීම වගේ දෙයක්,ජින චර්යාව වෙනස් කිරීමේ වගේ දෙයක්.,0.3333,2,0,0,6,moderate
ඉඩම හාරලා තවත් පස්‌ ටිකක්‌ කපාගෙන,ඉඩම හාරලා තවත් පස් ටිකක් කපාගෙන,0.3333,2,0,0,6,moderate
නික්මයන මැදි විය ඉක්ම වූ මිනිසෙකි.,නික්ම යන මැදි විය ඉක්ම වූ මිනිසෙකි.,0.3333,1,0,1,6,moderate
අපිට ලංකා මරක්කල අසල්වැසියෝ හිටියේ නෑ,අපිට ලංකා මරක් කල අසල්වැසියෝ හිටියේ නෑ.,0.3333,1,0,1,6,moderate
නමුත් මිනිස්සුන්ට පුළුවන්,නමුත් මිනිසුන්ට පුළුවන්,0.3333,1,0,0,3,moderate
පරම්පරාවේ ඇති හැකියාව,පරම්පාරාවේ ඇති හැකියාව,0.3333,1,0,0,3,moderate
බොහොම ස්තුතියි අමිල,බොහොම ස්තූතියි අමිල,0.3333,1,0,0,3,moderate
බොහෝ ලතින් අමරිකානු විප්ලවවාදී තරුණ කණ්ඩායම්,බොහෝ ලතින් අමෙරිකානු ප්‍රවාදය තරුණ කණ්ඩායම්,0.3333,2,0,0,6,moderate
ඒත් නිකමට අහන්නෙ,ඒත් නිකමට අහන්නේ,0.3333,1,0,0,3,moderate
උදාට බෝම ඉත්තූතියි,උදාට බෝම ස්තූතියි,0.3333,1,0,0,3,moderate
ලොකු පුතෙකුගේ තාත්තෙක්,ලොකු පොතක්ගේ තාත්තෙක්.,0.3333,1,0,0,3,moderate
එතකොට ජ්‍යාමිතික සූත්‍රයකින්,එතකොට ජාමිතික සූත්‍රයකින්,0.3333,1,0,0,3,moderate
ඒවා සාවධාන ව පෙන්වා දී ම,ඒවා සහවදානම පෙන්වා දී ම,0.3333,1,1,0,6,moderate
සිත රැවටීමට හෝ සිත නිදහස් කරගැනීමට,සිත රැවටීමට හෝ සිත නිදහස් කර ගැනීමට,0.3333,1,0,1,6,moderate
ඒත් එක හිසරුදාවට,ඒත් ඒක හිසරුදාවට,0.3333,1,0,0,3,moderate
උඹත් එක්ක එකඟයි.,උඹත් එක්ක එකකි,0.3333,1,0,0,3,moderate
මෙම පදනම බිහිවූයේ 1994 ජනවාරි 12 වැනි දා ය.,මෙම පදනම බිහිවූයේ 1904 ජනවාරි 12 වැනි දාය.,0.3333,2,1,0,9,moderate
සඳ පෘථීවියේ ධනය,සඳ පෘථිවියේ ධනය,0.3333,1,0,0,3,moderate
සාක්ෂියක් නොතබාම නිශාන්ත මරු වැළඳ ගත්තේය.,සාක්ෂියක් නොතබා ම නිශාන්ත මරු වැළඳ ගත්තේය.,0.3333,1,0,1,6,moderate
මාගේ් කැමැත්ත පරිදි,මාගේ කැමැත්ත පරිදි,0.3333,1,0,0,3,moderate
ඒත් කල්පනා සොහොයුරියගේ,ඒත් කල්පනා සහයුරයගේ,0.3333,1,0,0,3,moderate
පාලමේ මිනිමරුවා ගැන,පාලමේ මිනීමරුවා ගැන,0.3333,1,0,0,3,moderate
මුහම්මද් කියා ඇත.,මුහඹ කියා ඇත.,0.3333,1,0,0,3,moderate
කිහිපදෙනකු පිට ව ගොස් ඇති අතර,කිහිප දෙනෙකු පිට ව ගොස් ඇති අතර,0.3333,1,0,1,6,moderate
තිරිසන් සතකුගේ පවා,තිරිසන් සතෙකුගේ පවා,0.3333,1,0,0,3,moderate
නමුත් එය බෞද්ධයන්ගේත්,නමුත් එය බෞද්ධයන්ගෙන්,0.3333,1,0,0,3,moderate
අපේ උපසිරැසිකරුවන්ට පවා,අපි උපසිරැසිකරුවන්ට පවා,0.3333,1,0,0,3,moderate
හේ ඉවසීමේ ගුණය ප්‍රගුණ කරන්නෙක් නොවේ.,හේ ඉවසීමේ ගුණය ප්‍රගුණ කරන්නෙක් නො වේ,0.3333,1,0,1,6,moderate
මෙහි කිසියම් වරදක් ඇත්නම් මට කියන්න.,මේ කිසියම් වරදක් ඇත්තන් මට කියන්න,0.3333,2,0,0,6,moderate
ඒක උඹටත් හොදයි,ඒක උඹටත් හොඳයි.,0.3333,1,0,0,3,moderate
අන්තිමට කියන්නෙ මෙච්ච්රයි,අන්තිමට කියන්නෙ මෙච්චරයි,0.3333,1,0,0,3,moderate
තිරිවානා ගලක් කැපීමක්,තිරිවාන ගලක් කැපීමක්,0.3333,1,0,0,3,moderate
එම මාධ්‍ය හමුවේ දී ප්‍රකාශ කළේය.,එම මාධ්‍ය හමුවේ දී ප්‍රකාශ කළේ ය,0.3333,1,0,1,6,moderate
