reference,prediction
"මට ගන්න පුළුවන් කෙලින්ම directly company යෙන් list වෙන අවස්ථාවේ, list අවස්ථාවේ හරි shares issue කරන අවස්ථාවේ",මට ගන්න පුළුවන් කෙලින්ම ඩිර්ක්‍යය කොම්පැණියේ. එය list වෙන අවස්ථාවේ list වෙන අවස්ථාවට shares issue කරනවා සුභයාවක්.
"economic crisis මීට ඉස්සර වෙච්ච රටවල්, ආජන්ටිනා එහෙම නැත්තං එහෙම south east asian crisis එක වෙලාවේ Thailand නැත්තං ඉන්දුනීසියාව",ක්‍රොමික් crisis මීට ඉස්සෙල් වෙච්ච රටවල් agent ඉනා එම නැත්නම් එහෙම සව්තිස් ලේසියයෙන් crisis එක වෙලාවෙත් අයිලන් නැත්තං ඉන්දුනිසියා
idea එකක් එනවනේ right ඔයාට portfolio එකක් build කරනකොට රවී ඒක හැම වෙලේම අපි කියන්නෙ portfolio එකක් build කරන්න. ඒ කියන්නේ ආයෝජන කලඹක්,"අයිඩියක් එනවනේ. right ඔයාට portfolio එකක් build කරනකොට රවී, ඔයාට මේක හැමවෙලේම අපි කියන්නේ portfolio එකක් build කරන්න. ඒ කියන්නේ ආයෝජන කලමක්."
"අනික් කාරණාව බලන්න ඔයාට 40 ක් දෙන්න නම්,ඔයාට 30 ක් දෙන්න නම් ඔයාට මාසෙකට 10 ක් දෙන්න නම්","පලවිට කාරණාව බලන්න ඕන. ඔයාට 40 දෙන්න නම්, ඔයාට 30 දෙන්න නම්, ඔයාට මාසෙට 10 දෙන්න නම්"
"ඊට පස්සේ බලන්න මේක අර අපි කියපු finances statement line items. Income එක, bottom line එක profit or loss, asset liability position එක.","ඊට පස්සේ බලන්න මේකෙ අපි කියපු financial statement line එකට income එක, ගොඩම් line එක profit ඕනොත්, accept dilයිම පෝෂණය"
drink එක දාන ඒවා සිගරට් බොන ඒවා ඔය ඇබ්බැහිවීම් ඔයාට ම සෑහෙන වදයක් වෙනවා ඒ වියදම්,"drinks එක දාන ඒවා, සිගරොඩ් බොනේ ඒවා ඔය ඇබ්බැහි වීම් ඔයාටම සෑහෙන වදයක් වෙනවා ඒ වියදම්."
සම්බන්ධව අපිට ඉතිං ඕන තරම් කතා කරන්න පුලුවන්. social media වල media වල youtube එකේ ඕනතරම් videos තියනවා බලන්න.,"එක සම්බන්ධව අපිට ඉතින් ඕන තරම් කතාරන්න පුලුවන්, ඔය social media වල media වල යුටුවෙක් ඕන තරම් videos තියෙනවා බලන්න."
"හැබැයි සුනාමි ඔයාට පේනවා වගේම, ඔයාට පේන්න ඕන ඒකත් එක්ක තමන්ගේ business එකේ තියෙන අඩු පාඩුත් පෙන්න ඕන.",හැබැයි සුනාමි ඔයාට පේනවා වගේම ඔයාට පේන්න ඕන ඒකත් එක්ක තමන්ගේ business එකේ තියෙන අඩුපාඩුත් පේන්න ඕන
installment එකකුත් එනවා මාස්පතා ගෙවන්නත් ඕන right ඔයා හිතන්න ඔයා දැන් කසාද බැන්දට පස්සේ ඔයාගේ තත්ත්වය ඔයා තැනකට යන්න,"ස්ටෝල්මන්ටයකුත් එනවා. මේක මාස් පතා ගෙවන්නත් ඕන. ඔයා හිතන්න ඔයා කසාද බැද්දට පස්සේ ඔයාගේ තත්ත්වය, ඔයා තැනකට යන්න ඕන."
business එකක් develop කරන්න අවශ්‍ය නම් ඔයාගේ digital platform තව develop කරගන්න අවශ්‍ය නම් digitally ඔයාට grow එකක් අවශ්‍ය කරනවා,ඒ නිසා business එකක් develop කරන්න අවශ්‍ය එනක් ඔයාගෙ digital platform එක තව develop කරගන්න අවශ්‍ය එන්නෙ digital ඔයාට grow එකක් අවශ්‍ය කරනවා
යෝජනාවක් විදියට ඔබට කරනවා අද episode 4 එකෙන් අපිට වටිනා දේවල් ටික කියල දුන්නා. අපි ඊළග episode එකේ මීට වඩා එහා ගියපු මෙතනින් එහා ගියපු,නියෝජනාවක් විදියට ඔබට කරනවා. Thank you ලෙඩක්ට. අද episode 4 එකේ අපිට මේ වටින දේවල් ටික කියා එතකොට නම්. අපි ඊළග episode එකේ තව අපි හිටවඩා එහා ගියපු. මෙතන ඉගේ හා දීලග
ඕක තමන් දන්නෑ. ඉතින් කතාව තමයි මොන වගේ value set එකක් සම්බන්දව තමන් පෙනී සිටින්නෙ කියන එක ඉතාමත්ම වැදගත් දැන්. ඔය personal branding එකේදි ඔය අඳින පළඳින විදිය ඊට පස්සෙ තමන් කතා කරන විදිය ඔය දේවල් වගේම රවී,අපි තමන් දන්නෑ. ඉතින් මේ අර කතාව තමයි කොයි මොන වගේ value set එකක් සම්බන්ධව තමන් පෙනී හිටින්න කියන එක ඉතාමත් මේ වැදගත් දැන්. ඔය personal branding එකේදි මේ අදින පළදි�
