reference,prediction
වැඩ කරන පියවරු පුත්තු,වැඩ කරන පියවුරු පුත්තු
රොයිලි අනිවාර්යෙන් ම ඉන්නව නේ එතන.,රොයිලි අනිවාර්යෙන් ම එන්නවා නේදැනේ.
පරම්පරාව බෝ කිරීම නොව,පරම්පරාව ගෝ කිරීම නොව
ඒවායේ බොහෝ විට තිරගත කරන්නේ,ඒවායේ බොහෝවිට තෙරගත කරන්නේ
තවත් භූමි භාගයක කුඩා ප්‍රමාණයේ චෛතයක්,තවත් භූමි භාගයේ කුඩා ප්‍රමාණයේ චෛත්‍යයක්.
සැලි පෝර්ට් යන ස්ථානයට ගෙනගොස් ඇත,සැලිපෝට් යන ස්ථානයට ගෙනගොස් ඇත.
තාම මැණික් ගල් ටික රැඳිල තියෙන එක,තාම මැණික් ගල් ටික රැඳිල තියන එක
මුල දී හිටගෙන ගමන් කළ හැකි මේ මග ටිකෙන් ටික කුඩා වන බවක් පෙනුණි.,මුල දී හිටගෙන ගමන් කළ හැකි මේ මග ටිකෙන් ටික කුඩා වන බවක් වෙනුනේ.
දැයට කිරුළ වැඩසටහන ආරම්භ කළේ.,දැයට කිරුළ වැඩසටහන ආරම්භ කළේ.
තොරවූයේ නැත.,තොර වූයේ නැත.
දේශපාලනයට එන්න,දේශපාලනයට එන්න
දිවි තොර කර ගත් බව ඔහු පවසයි,දිවි තොර කරගත් බව ඔහු පවසයි.
එහෙත් මා ආලෝකය සොයා මෙරුවකු වගේ,එහෙත් මා ලෝකය සොයා මේ රුවකු වගේ
බුදුරජාණෝ කොහොම රූපයක තිබ්බ කෙනෙක් උනත්.,බුදුරජාණෝ කොහොම රූපයක තිබ්බ කෙනෙක් උනත්.
අපි කාටවත් පින් දෙන්ඩ,අපි කාටුවක් පිං දෙන්ඩ
ප්‍රතිචාර මගේ අඩවියේ දැමීමට,ප්‍රතිචාර මගේ අඩවියේ දැමීමට
පරිගණකයට සිදු විය හැකි හානීන්,පරිගණකයට සිදු විය හැකි හානින්
ආර්ථිකය තුළ මුල් බැස තිබේ.,ආර්ථිකය තුළ මුල් බැස තිබේ.
පළිබෝධ හට ගන්නා ලකුණු පහළ වුණා,පලිබෝධ හටගන්නා ලකුණු පහළ වුණා
අවංකව ම ඔබට තිබෙන්නේ,අවංකම ඔබට තිබෙන්නේ
අශෝක රජු මෙම ස්ථම්භයේ,අශෝක රජු මෙම ස්ථම්භයේ
අපි ඔබට ගුරු පඬුරු ලෙස පිළිගන්වන්නේ,අපි ඔබට ගුරුපඬුන ලෙස පිළිගන්වනි
ඉතින් මෙයාලා සංක්‍රමණය වෙන සත්තු ජාතියක් නේ,ඉතින් මෙයාලා සංක්‍රමණය වෙන සත්තු ජාතියක්නෙ
දාන අතර අග්‍ර දානය දුන් පිරිස අතරට,දාන අතර අග්ග දානය දුන් පිරිස අතරට
දක්නට ලැබේ,දක්නට ලැබේ.
අද යන්න හදන්නේ,අද යන්න හදන්නේ
මේ පිළිබඳ ඈත අතීතයේ සිට ම,මේ පිළිබඳ ඈත අතීතයේ සිට ම
තාක්ෂණික මෙවලම්වල ක්‍රියාකාරීත්වය දියුණු වී ඇත,තාක්ෂණික මෙබලම්වල ක්‍රියාකාරීත්වය දියුණු වී ඇත
ඇත්තෙන් ම මෙය දිනසිරිගේ ගුවන්විදුලි කතාවක්,ඇත්තේ ම මෙය දිනසිරිගේ ගුණ නිද්ද කතාවක්.
පෞඪ දළදා මාලිගය විවිධ ගල් කැටයමින් අලංකාරය,පෞඪ දළදා මාලිගය විවිධ ගල් කැටයමින් අලංකාරය
හසන්ත නලින්ගෙන් ඔය ප්‍රශ්න කලින් වැඩසටහන් දෙකේදිත් ඇහුව.,හසන්ත නලින්ගෙන් ඔය ප්‍රශ්න කලින් වැඩස්ටහන් දෙකේදිත් ඇහුව
අළුතින් නීතියක් ගෙන එන්නේ නම්,අලුතින් නීතියක් ගෙන එන්නේ නම්
මොකද කොල්ලට කොහොමත් තව ලොකු වෙද්දී උම්මා ලැබෙයි.,මොකද කොල්ලට කොහොමත් තව ලොකු වෙද්දි උමා ලැබෙයි.
අවසන නිර්වාණාවබෝධය සඳහා හේතු නොවන ක්‍රියා,අවසන නිර්මාණ බෝධය සඳහා හේතු නොවන ක්‍රියා
තාත්තා හැමදාම කීවේ,තාත්තා හැමදාම කීවේ
කරගත හැකිවේවි.,කරගත හැකිවේවි.
වෙනත් සමාජ බලවේගයන්ට,වෙනත් සමාජ බලවේගයන්ට
ඒ වෙද්දිත් ඇය ලූකස් හටත්,ඒ වෙද්දිත් ඇය ලූකස් හටත්
අනේ ඔය චැනලුත් ඔක්කොම තහනම් කරල,අනේ ඔය චැනලුත් ඔක්කොම තහනම් කරලා
ප්‍රීති ඝෝෂා මධ්‍යයේ කක්ෂගත කෙරිණ,ප්‍රීතිඝෝෂා මධ්‍යයේ කක්ෂගත කෙරිණ.
දැනටත් රටේ කොච්චර කරනවද.,දැනටත් රටේ කොච්චර කරනවද
තමා කියනදේ කොෂික් තේරුම් ගන්නේ ද,තමා කියන දේ කොෂික් තේරුම් ගන්නේ ද
මෙතුමාගේ ගෘහ ජීවිතය යහපත් එකක් නො වූ බවනම් මා කියවා තියනවා.,මෙතුමාගේ ගෘහ ජීවිතයේ යහපත් එකක් නො වූ බව නම් මම කියවා තියෙනවා.
සොර කල්ලියකගේ පහරට ලක් වී,සොර කල්ලියකගේ පහරට ලක් වී
මොකද ඉතිහාසය නැති අනාගතයක් නෑ.,මොකද ඉතිහාසය නැති අනාගතයක් නෑ.
